date,engine_temperature,brake_pad_thickness,battery_voltage,tire_pressure_Front_R,tire_pressure_Front_L,tire_pressure_Rear_R,tire_pressure_Rear_L,Engine_oil_level,Brake_Pressure,oil_quality,Days_Since_Engine_Service,Days_Since_BrakePad_Service,Days_Since_Battery_Replacement,Days_Since_Tire_Replacement,Km_Driven_After_Last_Engine_Oil_Change,Km_Driven_After_Last_BrakePad_Change,Km_Driven_After_Last_Tire_Change,Km_Driven_After_Last_Battery_Change,cumulative_mileage,driving_behavior,environmental_condition,RUL_brake_pad,RUL_battery,RUL_oil,RUL_tire,Brake_pad_failure,Engine_oil_Failure,Tire_Failure,Battery_Failure
2024-05-21 14:36:28.270103,80.14921952972364,11.2,12.36,31.2,31.2,31.2,31.2,98.4,2952,96.0,8,8,8,8,400,400,400,400,400,0,1,192,142,92,172,0,0,0,0
2024-05-22 14:36:28.270103,74.45127081912523,11.1,12.33,31.1,31.1,31.1,31.1,98.2,2946,95.5,9,9,9,9,450,450,450,450,450,0,0,191,141,91,171,0,0,0,0
2024-05-22 14:36:28.270103,75.20367764361761,11.1,12.33,31.1,31.1,31.1,31.1,98.2,2946,95.5,9,9,9,9,450,450,450,450,450,0,0,191,141,91,171,0,0,0,0
2024-05-22 14:36:28.270103,77.45885749027266,11.1,12.33,31.1,31.1,31.1,31.1,98.2,2946,95.5,9,9,9,9,450,450,450,450,450,0,0,191,141,91,171,0,0,0,0
2024-05-22 14:36:28.270103,77.28795093545743,11.1,12.33,31.1,31.1,31.1,31.1,98.2,2946,95.5,9,9,9,9,450,450,450,450,450,0,0,191,141,91,171,0,0,0,0
2024-05-22 14:36:28.270103,76.90739219586013,11.1,12.33,31.1,31.1,31.1,31.1,98.2,2946,95.5,9,9,9,9,450,450,450,450,450,0,0,191,141,91,171,0,0,0,0
2024-05-23 14:36:28.270103,76.80373987968687,11.0,12.299999999999999,31.0,31.0,31.0,31.0,98.0,2940,95.0,10,10,10,10,500,500,500,500,500,0,0,190,140,90,170,0,0,0,0
2024-05-23 14:36:28.270103,77.04693319286055,11.0,12.299999999999999,31.0,31.0,31.0,31.0,98.0,2940,95.0,10,10,10,10,500,500,500,500,500,0,0,190,140,90,170,0,0,0,0
2024-05-23 14:36:28.270103,79.35163250818235,11.0,12.299999999999999,31.0,31.0,31.0,31.0,98.0,2940,95.0,10,10,10,10,500,500,500,500,500,0,0,190,140,90,170,0,0,0,0
2024-05-23 14:36:28.270103,79.29859806079062,11.0,12.299999999999999,31.0,31.0,31.0,31.0,98.0,2940,95.0,10,10,10,10,500,500,500,500,500,1,0,190,140,90,170,0,0,0,0
2024-05-23 14:36:28.270103,78.40606943034514,11.0,12.299999999999999,31.0,31.0,31.0,31.0,98.0,2940,95.0,10,10,10,10,500,500,500,500,500,0,0,190,140,90,170,0,0,0,0
2024-05-24 14:36:28.270103,80.598004123356,10.9,12.27,30.9,30.9,30.9,30.9,97.8,2934,94.5,11,11,11,11,550,550,550,550,550,1,0,189,139,89,169,0,0,0,0
2024-05-24 14:36:28.270103,78.12086818202918,10.9,12.27,30.9,30.9,30.9,30.9,97.8,2934,94.5,11,11,11,11,550,550,550,550,550,1,0,189,139,89,169,0,0,0,0
2024-05-24 14:36:28.270103,75.94846886504294,10.9,12.27,30.9,30.9,30.9,30.9,97.8,2934,94.5,11,11,11,11,550,550,550,550,550,1,0,189,139,89,169,0,0,0,0
2024-05-24 14:36:28.270103,75.28122383420536,10.9,12.27,30.9,30.9,30.9,30.9,97.8,2934,94.5,11,11,11,11,550,550,550,550,550,0,0,189,139,89,169,0,0,0,0
2024-05-24 14:36:28.270103,79.63151362105734,10.9,12.27,30.9,30.9,30.9,30.9,97.8,2934,94.5,11,11,11,11,550,550,550,550,550,0,0,189,139,89,169,0,0,0,0
2024-05-25 14:36:28.270103,78.52691303444713,10.8,12.24,30.8,30.8,30.8,30.8,97.6,2928,94.0,12,12,12,12,600,600,600,600,600,0,0,188,138,88,168,0,0,0,0
2024-05-25 14:36:28.270103,76.77589777364189,10.8,12.24,30.8,30.8,30.8,30.8,97.6,2928,94.0,12,12,12,12,600,600,600,600,600,1,0,188,138,88,168,0,0,0,0
2024-05-25 14:36:28.270103,74.71035974453748,10.8,12.24,30.8,30.8,30.8,30.8,97.6,2928,94.0,12,12,12,12,600,600,600,600,600,2,1,188,138,88,168,0,0,0,0
2024-05-25 14:36:28.270103,76.22670231515353,10.8,12.24,30.8,30.8,30.8,30.8,97.6,2928,94.0,12,12,12,12,600,600,600,600,600,0,0,188,138,88,168,0,0,0,0
2024-05-25 14:36:28.270103,77.12722741971805,10.8,12.24,30.8,30.8,30.8,30.8,97.6,2928,94.0,12,12,12,12,600,600,600,600,600,0,0,188,138,88,168,0,0,0,0
2024-05-26 14:36:28.270103,76.67469640160898,10.7,12.209999999999999,30.7,30.7,30.7,30.7,97.4,2922,93.5,13,13,13,13,650,650,650,650,650,2,0,187,137,87,167,0,0,0,0
2024-05-26 14:36:28.270103,80.27253677439981,10.7,12.209999999999999,30.7,30.7,30.7,30.7,97.4,2922,93.5,13,13,13,13,650,650,650,650,650,0,0,187,137,87,167,0,0,0,0
2024-05-26 14:36:28.270103,77.08173306303681,10.7,12.209999999999999,30.7,30.7,30.7,30.7,97.4,2922,93.5,13,13,13,13,650,650,650,650,650,0,0,187,137,87,167,0,0,0,0
2024-05-26 14:36:28.270103,75.33454726289673,10.7,12.209999999999999,30.7,30.7,30.7,30.7,97.4,2922,93.5,13,13,13,13,650,650,650,650,650,0,0,187,137,87,167,0,0,0,0
2024-05-26 14:36:28.270103,78.33557355747597,10.7,12.209999999999999,30.7,30.7,30.7,30.7,97.4,2922,93.5,13,13,13,13,650,650,650,650,650,0,0,187,137,87,167,0,0,0,0
2024-05-27 14:36:28.270103,79.84492865654059,10.6,12.18,30.6,30.6,30.6,30.6,97.2,2916,93.0,14,14,14,14,700,700,700,700,700,0,0,186,136,86,166,0,0,0,0
2024-05-27 14:36:28.270103,79.16986538032405,10.6,12.18,30.6,30.6,30.6,30.6,97.2,2916,93.0,14,14,14,14,700,700,700,700,700,2,0,186,136,86,166,0,0,0,0
2024-05-27 14:36:28.270103,79.54420401362772,10.6,12.18,30.6,30.6,30.6,30.6,97.2,2916,93.0,14,14,14,14,700,700,700,700,700,0,0,186,136,86,166,0,0,0,0
2024-05-27 14:36:28.270103,81.87334880216365,10.6,12.18,30.6,30.6,30.6,30.6,97.2,2916,93.0,14,14,14,14,700,700,700,700,700,1,0,186,136,86,166,0,0,0,0
2024-05-27 14:36:28.270103,75.38921385866024,10.6,12.18,30.6,30.6,30.6,30.6,97.2,2916,93.0,14,14,14,14,700,700,700,700,700,0,1,186,136,86,166,0,0,0,0
2024-05-28 14:36:28.270103,80.09757659278775,10.5,12.15,30.5,30.5,30.5,30.5,97.0,2910,92.5,15,15,15,15,750,750,750,750,750,0,0,185,135,85,165,0,0,0,0
2024-05-28 14:36:28.270103,76.64033663795895,10.5,12.15,30.5,30.5,30.5,30.5,97.0,2910,92.5,15,15,15,15,750,750,750,750,750,0,0,185,135,85,165,0,0,0,0
2024-05-28 14:36:28.270103,76.38722713361918,10.5,12.15,30.5,30.5,30.5,30.5,97.0,2910,92.5,15,15,15,15,750,750,750,750,750,2,0,185,135,85,165,0,0,0,0
2024-05-28 14:36:28.270103,76.47531241198796,10.5,12.15,30.5,30.5,30.5,30.5,97.0,2910,92.5,15,15,15,15,750,750,750,750,750,0,0,185,135,85,165,0,0,0,0
2024-05-28 14:36:28.270103,78.69481051046768,10.5,12.15,30.5,30.5,30.5,30.5,97.0,2910,92.5,15,15,15,15,750,750,750,750,750,2,0,185,135,85,165,0,0,0,0
2024-05-29 14:36:28.270103,76.65973729397122,10.4,12.12,30.4,30.4,30.4,30.4,96.8,2904,92.0,16,16,16,16,800,800,800,800,800,0,0,184,134,84,164,0,0,0,0
2024-05-29 14:36:28.270103,79.2761009786812,10.4,12.12,30.4,30.4,30.4,30.4,96.8,2904,92.0,16,16,16,16,800,800,800,800,800,0,1,184,134,84,164,0,0,0,0
2024-05-29 14:36:28.270103,79.10818484471139,10.4,12.12,30.4,30.4,30.4,30.4,96.8,2904,92.0,16,16,16,16,800,800,800,800,800,1,0,184,134,84,164,0,0,0,0
2024-05-29 14:36:28.270103,80.223189324967,10.4,12.12,30.4,30.4,30.4,30.4,96.8,2904,92.0,16,16,16,16,800,800,800,800,800,2,1,184,134,84,164,0,0,0,0
2024-05-29 14:36:28.270103,81.1132077277553,10.4,12.12,30.4,30.4,30.4,30.4,96.8,2904,92.0,16,16,16,16,800,800,800,800,800,0,0,184,134,84,164,0,0,0,0
2024-05-30 14:36:28.270103,82.5956934269616,10.3,12.09,30.3,30.3,30.3,30.3,96.6,2898,91.5,17,17,17,17,850,850,850,850,850,0,0,183,133,83,163,0,0,0,0
2024-05-30 14:36:28.270103,80.02416720778992,10.3,12.09,30.3,30.3,30.3,30.3,96.6,2898,91.5,17,17,17,17,850,850,850,850,850,2,0,183,133,83,163,0,0,0,0
2024-05-30 14:36:28.270103,76.27939675225964,10.3,12.09,30.3,30.3,30.3,30.3,96.6,2898,91.5,17,17,17,17,850,850,850,850,850,0,0,183,133,83,163,0,0,0,0
2024-05-30 14:36:28.270103,80.47240564281836,10.3,12.09,30.3,30.3,30.3,30.3,96.6,2898,91.5,17,17,17,17,850,850,850,850,850,2,0,183,133,83,163,0,0,0,0
2024-05-30 14:36:28.270103,78.88926212420718,10.3,12.09,30.3,30.3,30.3,30.3,96.6,2898,91.5,17,17,17,17,850,850,850,850,850,0,1,183,133,83,163,0,0,0,0
2024-05-31 14:36:28.270103,78.03771096305658,10.2,12.059999999999999,30.2,30.2,30.2,30.2,96.4,2892,91.0,18,18,18,18,900,900,900,900,900,0,0,182,132,82,162,0,0,0,0
2024-05-31 14:36:28.270103,77.64050552936449,10.2,12.059999999999999,30.2,30.2,30.2,30.2,96.4,2892,91.0,18,18,18,18,900,900,900,900,900,0,0,182,132,82,162,0,0,0,0
2024-05-31 14:36:28.270103,78.87181772980811,10.2,12.059999999999999,30.2,30.2,30.2,30.2,96.4,2892,91.0,18,18,18,18,900,900,900,900,900,0,0,182,132,82,162,0,0,0,0
2024-05-31 14:36:28.270103,77.4872296828579,10.2,12.059999999999999,30.2,30.2,30.2,30.2,96.4,2892,91.0,18,18,18,18,900,900,900,900,900,1,0,182,132,82,162,0,0,0,0
2024-05-31 14:36:28.270103,80.23786186935288,10.2,12.059999999999999,30.2,30.2,30.2,30.2,96.4,2892,91.0,18,18,18,18,900,900,900,900,900,0,0,182,132,82,162,0,0,0,0
2024-06-01 14:36:28.270103,78.54219003000306,10.1,12.03,30.1,30.1,30.1,30.1,96.2,2886,90.5,19,19,19,19,950,950,950,950,950,0,0,181,131,81,161,0,0,0,0
2024-06-01 14:36:28.270103,76.96351791460737,10.1,12.03,30.1,30.1,30.1,30.1,96.2,2886,90.5,19,19,19,19,950,950,950,950,950,0,1,181,131,81,161,0,0,0,0
2024-06-01 14:36:28.270103,75.8861696278434,10.1,12.03,30.1,30.1,30.1,30.1,96.2,2886,90.5,19,19,19,19,950,950,950,950,950,0,1,181,131,81,161,0,0,0,0
2024-06-01 14:36:28.270103,80.98972151330523,10.1,12.03,30.1,30.1,30.1,30.1,96.2,2886,90.5,19,19,19,19,950,950,950,950,950,0,1,181,131,81,161,0,0,0,0
2024-06-01 14:36:28.270103,81.14178341799926,10.1,12.03,30.1,30.1,30.1,30.1,96.2,2886,90.5,19,19,19,19,950,950,950,950,950,0,1,181,131,81,161,0,0,0,0
2024-06-02 14:36:28.270103,77.13461169066133,10.0,12.0,30.0,30.0,30.0,30.0,96.0,2880,90.0,20,20,20,20,1000,1000,1000,1000,1000,1,0,180,130,80,160,0,0,0,0
2024-06-02 14:36:28.270103,76.11312520209447,10.0,12.0,30.0,30.0,30.0,30.0,96.0,2880,90.0,20,20,20,20,1000,1000,1000,1000,1000,0,0,180,130,80,160,0,0,0,0
2024-06-02 14:36:28.270103,77.83455119152137,10.0,12.0,30.0,30.0,30.0,30.0,96.0,2880,90.0,20,20,20,20,1000,1000,1000,1000,1000,1,0,180,130,80,160,0,0,0,0
2024-06-02 14:36:28.270103,83.7194776150142,10.0,12.0,30.0,30.0,30.0,30.0,96.0,2880,90.0,20,20,20,20,1000,1000,1000,1000,1000,0,0,180,130,80,160,0,0,0,0
2024-06-02 14:36:28.270103,76.9504485778416,10.0,12.0,30.0,30.0,30.0,30.0,96.0,2880,90.0,20,20,20,20,1000,1000,1000,1000,1000,0,0,180,130,80,160,0,0,0,0
2024-06-03 14:36:28.270103,79.89408080130573,9.9,11.969999999999999,29.9,29.9,29.9,29.9,95.8,2874,89.5,21,21,21,21,1050,1050,1050,1050,1050,1,0,179,129,79,159,0,0,0,0
2024-06-03 14:36:28.270103,78.00903824017236,9.9,11.969999999999999,29.9,29.9,29.9,29.9,95.8,2874,89.5,21,21,21,21,1050,1050,1050,1050,1050,1,0,179,129,79,159,0,0,0,0
2024-06-03 14:36:28.270103,76.45644193951317,9.9,11.969999999999999,29.9,29.9,29.9,29.9,95.8,2874,89.5,21,21,21,21,1050,1050,1050,1050,1050,0,1,179,129,79,159,0,0,0,0
2024-06-03 14:36:28.270103,80.22501734390757,9.9,11.969999999999999,29.9,29.9,29.9,29.9,95.8,2874,89.5,21,21,21,21,1050,1050,1050,1050,1050,0,0,179,129,79,159,0,0,0,0
2024-06-03 14:36:28.270103,81.26309015993682,9.9,11.969999999999999,29.9,29.9,29.9,29.9,95.8,2874,89.5,21,21,21,21,1050,1050,1050,1050,1050,0,0,179,129,79,159,0,0,0,0
2024-06-04 14:36:28.270103,78.76187662124083,9.8,11.94,29.8,29.8,29.8,29.8,95.6,2868,89.0,22,22,22,22,1100,1100,1100,1100,1100,2,1,178,128,78,158,0,0,0,0
2024-06-04 14:36:28.270103,78.1454062942693,9.8,11.94,29.8,29.8,29.8,29.8,95.6,2868,89.0,22,22,22,22,1100,1100,1100,1100,1100,0,0,178,128,78,158,0,0,0,0
2024-06-04 14:36:28.270103,83.05155997230447,9.8,11.94,29.8,29.8,29.8,29.8,95.6,2868,89.0,22,22,22,22,1100,1100,1100,1100,1100,0,0,178,128,78,158,0,0,0,0
2024-06-04 14:36:28.270103,76.56907518561468,9.8,11.94,29.8,29.8,29.8,29.8,95.6,2868,89.0,22,22,22,22,1100,1100,1100,1100,1100,0,1,178,128,78,158,0,0,0,0
2024-06-04 14:36:28.270103,80.3842104146517,9.8,11.94,29.8,29.8,29.8,29.8,95.6,2868,89.0,22,22,22,22,1100,1100,1100,1100,1100,0,0,178,128,78,158,0,0,0,0
2024-06-05 14:36:28.270103,80.2835246256404,9.7,11.91,29.7,29.7,29.7,29.7,95.4,2862,88.5,23,23,23,23,1150,1150,1150,1150,1150,0,0,177,127,77,157,0,0,0,0
2024-06-05 14:36:28.270103,78.44184031156618,9.7,11.91,29.7,29.7,29.7,29.7,95.4,2862,88.5,23,23,23,23,1150,1150,1150,1150,1150,0,0,177,127,77,157,0,0,0,0
2024-06-05 14:36:28.270103,79.57657491099654,9.7,11.91,29.7,29.7,29.7,29.7,95.4,2862,88.5,23,23,23,23,1150,1150,1150,1150,1150,0,0,177,127,77,157,0,0,0,0
2024-06-05 14:36:28.270103,81.75751945203537,9.7,11.91,29.7,29.7,29.7,29.7,95.4,2862,88.5,23,23,23,23,1150,1150,1150,1150,1150,0,0,177,127,77,157,0,0,0,0
2024-06-05 14:36:28.270103,81.4200932772667,9.7,11.91,29.7,29.7,29.7,29.7,95.4,2862,88.5,23,23,23,23,1150,1150,1150,1150,1150,1,1,177,127,77,157,0,0,0,0
2024-06-06 14:36:28.270103,76.89571575570533,9.6,11.879999999999999,29.6,29.6,29.6,29.6,95.2,2856,88.0,24,24,24,24,1200,1200,1200,1200,1200,0,0,176,126,76,156,0,0,0,0
2024-06-06 14:36:28.270103,81.70497705804028,9.6,11.879999999999999,29.6,29.6,29.6,29.6,95.2,2856,88.0,24,24,24,24,1200,1200,1200,1200,1200,1,0,176,126,76,156,0,0,0,0
2024-06-06 14:36:28.270103,79.94259543520872,9.6,11.879999999999999,29.6,29.6,29.6,29.6,95.2,2856,88.0,24,24,24,24,1200,1200,1200,1200,1200,0,0,176,126,76,156,0,0,0,0
2024-06-06 14:36:28.270103,80.3890402491713,9.6,11.879999999999999,29.6,29.6,29.6,29.6,95.2,2856,88.0,24,24,24,24,1200,1200,1200,1200,1200,0,0,176,126,76,156,0,0,0,0
2024-06-06 14:36:28.270103,77.95005819022555,9.6,11.879999999999999,29.6,29.6,29.6,29.6,95.2,2856,88.0,24,24,24,24,1200,1200,1200,1200,1200,0,1,176,126,76,156,0,0,0,0
2024-06-07 14:36:28.270103,77.30413537809979,9.5,11.85,29.5,29.5,29.5,29.5,95.0,2850,87.5,25,25,25,25,1250,1250,1250,1250,1250,0,0,175,125,75,155,0,0,0,0
2024-06-07 14:36:28.270103,83.11879984797761,9.5,11.85,29.5,29.5,29.5,29.5,95.0,2850,87.5,25,25,25,25,1250,1250,1250,1250,1250,0,0,175,125,75,155,0,0,0,0
2024-06-07 14:36:28.270103,79.72515598421593,9.5,11.85,29.5,29.5,29.5,29.5,95.0,2850,87.5,25,25,25,25,1250,1250,1250,1250,1250,0,0,175,125,75,155,0,0,0,0
2024-06-07 14:36:28.270103,80.5173883605815,9.5,11.85,29.5,29.5,29.5,29.5,95.0,2850,87.5,25,25,25,25,1250,1250,1250,1250,1250,0,0,175,125,75,155,0,0,0,0
2024-06-07 14:36:28.270103,80.15005906681552,9.5,11.85,29.5,29.5,29.5,29.5,95.0,2850,87.5,25,25,25,25,1250,1250,1250,1250,1250,0,0,175,125,75,155,0,0,0,0
2024-06-08 14:36:28.270103,80.62422930077678,9.4,11.82,29.4,29.4,29.4,29.4,94.8,2844,87.0,26,26,26,26,1300,1300,1300,1300,1300,0,0,174,124,74,154,0,0,0,0
2024-06-08 14:36:28.270103,75.36030930330121,9.4,11.82,29.4,29.4,29.4,29.4,94.8,2844,87.0,26,26,26,26,1300,1300,1300,1300,1300,0,0,174,124,74,154,0,0,0,0
2024-06-08 14:36:28.270103,78.17663314622189,9.4,11.82,29.4,29.4,29.4,29.4,94.8,2844,87.0,26,26,26,26,1300,1300,1300,1300,1300,0,0,174,124,74,154,0,0,0,0
2024-06-08 14:36:28.270103,78.35400609374116,9.4,11.82,29.4,29.4,29.4,29.4,94.8,2844,87.0,26,26,26,26,1300,1300,1300,1300,1300,0,1,174,124,74,154,0,0,0,0
