date,engine_temperature,brake_pad_thickness,battery_voltage,tire_pressure,oil_quality,cumulative_mileage,driving_behavior,environmental_condition,RUL_brake_pad,RUL_battery,RUL_oil,RUL_tire
2024-05-01 14:47:15.700055,75.36781768983806,11.944403832616711,12.598151536071653,31.365933857482478,98.04499149019613,122.5871880470417,2,1,197,147,97,177
2024-05-02 14:47:15.700055,75.86653719941647,11.937713947061733,12.589026420852962,33.317935109966086,97.5376031442297,121.23783187409316,1,0,196,146,96,176
2024-05-02 14:47:15.700055,78.15508915013046,11.942899562872691,12.561122471538589,32.663495092157824,98.35781708054104,98.88232712213585,0,0,196,146,96,176
2024-05-02 14:47:15.700055,73.6907696386234,11.918731558802811,12.567586688493227,32.03206899816797,98.04722300972026,106.19906176603875,0,0,196,146,96,176
2024-05-02 14:47:15.700055,75.39194278829832,11.917400125582223,12.581591034007102,29.564374439644425,97.58810572409425,124.26321522225804,1,0,196,146,96,176
2024-05-02 14:47:15.700055,80.03920538156873,11.920278274276992,12.624753751578263,31.80436617159638,98.85608221541338,130.58922281798516,0,0,196,146,96,176
2024-05-03 14:47:15.700055,77.43885783242186,11.897591440194262,12.574745913024854,31.943128393865912,97.26854210670426,148.44155169002,0,0,195,145,95,175
2024-05-03 14:47:15.700055,74.19798229071456,11.894545658990292,12.58040406308151,32.880754234812606,96.9265185464166,161.68906366913313,0,0,195,145,95,175
2024-05-03 14:47:15.700055,79.04887732336132,11.88123658573723,12.5624808743632,31.18875327969834,97.89235284690433,122.9287309664498,0,0,195,145,95,175
2024-05-03 14:47:15.700055,77.24806450689357,11.888153775767059,12.587165411788193,32.02589929320285,96.92880809082246,135.88087685005138,0,1,195,145,95,175
2024-05-03 14:47:15.700055,74.90327982687056,11.892103067023548,12.568453146522332,31.389727422685517,97.39788731047493,174.86104411424506,0,0,195,145,95,175
2024-05-04 14:47:15.700055,75.5575133418987,11.868397809331555,12.5785349038227,32.06435105961695,97.88820114314385,181.30742902170005,0,1,194,144,94,174
2024-05-04 14:47:15.700055,82.07986379709102,11.874596160987496,12.554592867592168,32.87852238604119,97.81030584822578,119.45946312644705,0,1,194,144,94,174
2024-05-04 14:47:15.700055,75.27816545724352,11.87895851882092,12.57203448447937,31.244023602360556,96.51322886378537,233.21265960430617,1,0,194,144,94,174
2024-05-04 14:47:15.700055,74.8412408148057,11.894908558863587,12.604556586606654,31.71244319763766,96.51011981557122,249.3427458252614,0,0,194,144,94,174
2024-05-04 14:47:15.700055,78.18060570007007,11.871225759079671,12.559543604262807,32.452427893781724,96.54861314029613,155.99795585042705,0,0,194,144,94,174
2024-05-05 14:47:15.700055,75.57023780868677,11.862402288687335,12.570886975557649,31.599708173933976,96.60798151802847,215.2941620633979,1,1,193,143,93,173
2024-05-05 14:47:15.700055,77.4686886451093,11.86280350336554,12.574994200836892,33.70151638280556,95.70564066987853,214.59016872932057,0,0,193,143,93,173
2024-05-05 14:47:15.700055,80.14749327244716,11.854572139272122,12.579557076652426,30.686698963234253,96.25307281062491,194.03800508096265,1,0,193,143,93,173
2024-05-05 14:47:15.700055,75.11193782469667,11.866184216819029,12.579453616355035,32.84273258978187,96.04236611209569,253.46674266171274,0,0,193,143,93,173
2024-05-05 14:47:15.700055,74.38931292418843,11.860812814565271,12.562015690168785,32.48236305729067,96.5766691171425,230.50062533517058,0,0,193,143,93,173
2024-05-06 14:47:15.700055,73.32361671810159,11.840971940863412,12.578013241755018,32.73703369264248,95.48868605687764,297.99434407866386,0,0,192,142,92,172
2024-05-06 14:47:15.700055,78.13086581162456,11.832603494392302,12.53333881395131,32.04181133735598,96.55407368113215,213.9614421533546,1,0,192,142,92,172
2024-05-06 14:47:15.700055,76.24414808291831,11.844212606896123,12.58526511697956,33.671653745283905,96.66271069365919,213.19413098195744,1,0,192,142,92,172
2024-05-06 14:47:15.700055,76.92619836687523,11.831312342829259,12.562630612253864,32.04997728635006,95.5800202543943,243.40568043528768,0,0,192,142,92,172
2024-05-06 14:47:15.700055,77.36633744769703,11.825285260531581,12.559177672064923,31.33556929802048,95.66967397523992,224.76211247118303,0,1,192,142,92,172
2024-05-07 14:47:15.700055,76.80419038096875,11.827510707810482,12.519520743975516,32.49680074705329,95.83101755472323,286.81138130157944,2,0,191,141,91,171
2024-05-07 14:47:15.700055,79.96706991877136,11.83082690517597,12.550748534668294,31.22435069900035,96.48731897943864,249.9026448299672,0,0,191,141,91,171
2024-05-07 14:47:15.700055,73.97539932782892,11.836791946715802,12.570795410358182,31.867900032097477,95.65014865511493,210.31455823351075,0,0,191,141,91,171
2024-05-07 14:47:15.700055,76.28705485115225,11.816623460448277,12.51375785480001,30.216235625011734,94.87763425919591,267.33830715740726,0,1,191,141,91,171
2024-05-07 14:47:15.700055,78.17027076691613,11.79968630827575,12.531038513337274,32.13568052431821,96.21033825379838,256.1918478972324,0,0,191,141,91,171
2024-05-08 14:47:15.700055,76.67250956012704,11.818671892884401,12.561013202205464,33.15959986453451,95.41675398643706,378.00498157868566,2,1,190,140,90,170
2024-05-08 14:47:15.700055,77.15745236603598,11.785845247680422,12.53527260346246,32.37365366553408,94.7790869609902,352.60103289106235,0,0,190,140,90,170
2024-05-08 14:47:15.700055,79.25738069624408,11.796466106236094,12.543022101759142,32.36175521912635,94.86402119838745,236.97180393774204,0,0,190,140,90,170
2024-05-08 14:47:15.700055,75.6070328814539,11.792588320267757,12.55610009849668,30.555313607832705,94.49429522537301,248.77245686435714,0,0,190,140,90,170
2024-05-08 14:47:15.700055,76.0882551928807,11.79692184609241,12.587727577682767,30.7522149719074,93.87962336606026,325.97012647685597,0,0,190,140,90,170
2024-05-09 14:47:15.700055,77.67624257393844,11.792736694924246,12.530813945121862,33.787256323199074,94.3639869647632,300.44790581858604,0,0,189,139,89,169
2024-05-09 14:47:15.700055,78.30055950423053,11.782170509729433,12.52838537459631,32.022874995735215,95.24474408572856,304.61727439357645,0,0,189,139,89,169
2024-05-09 14:47:15.700055,80.72627588097176,11.786861906277323,12.52575182742629,33.586473596796715,95.17243374070816,233.01765158637602,2,0,189,139,89,169
2024-05-09 14:47:15.700055,81.3825164702422,11.797116927503925,12.508160396652352,31.283175077577315,94.89043102103608,365.7500092544571,0,0,189,139,89,169
2024-05-09 14:47:15.700055,77.45058100836434,11.793240270614096,12.581227751804462,32.14462446606327,95.20417214526996,367.542976985144,0,0,189,139,89,169
2024-05-10 14:47:15.700055,77.87453331958267,11.76229200615675,12.542909468652358,29.558472959603773,93.61363387613736,392.0784801290879,0,0,188,138,88,168
2024-05-10 14:47:15.700055,74.03602053820207,11.770956521815744,12.52182489662535,33.726571263323976,93.82466927584123,325.9502952469361,0,0,188,138,88,168
2024-05-10 14:47:15.700055,76.11438231110711,11.744250950484417,12.565158384756813,31.08715468257928,94.46423389799058,495.9430105999629,0,0,188,138,88,168
2024-05-10 14:47:15.700055,80.60581762993178,11.76648881598045,12.537340986489568,32.56903326609952,94.14612388750152,300.3199767921241,0,0,188,138,88,168
2024-05-10 14:47:15.700055,77.15991050571586,11.762986934200052,12.572695864060277,31.68021029952486,93.71105882413946,335.71702671508336,0,0,188,138,88,168
2024-05-11 14:47:15.700055,77.15490439582524,11.726193595992738,12.520821126854406,32.9135989036244,93.30105191982486,424.8587398387482,1,0,187,137,87,167
2024-05-11 14:47:15.700055,77.49243524321669,11.729422699836553,12.521860729134088,30.448454732038773,92.80597966048985,401.5979666070446,1,0,187,137,87,167
2024-05-11 14:47:15.700055,81.48202464410821,11.738125916446121,12.563890792957377,33.4046317375869,92.79220342251472,422.60012090553414,0,0,187,137,87,167
2024-05-11 14:47:15.700055,76.39387137571374,11.739083452334205,12.529747565490464,33.1613526034647,93.51579168709567,278.7651514420678,0,0,187,137,87,167
2024-05-11 14:47:15.700055,79.99564083782214,11.74387527822475,12.514739212406711,30.61376184883634,93.72493812513014,353.38763501691983,0,0,187,137,87,167
2024-05-12 14:47:15.700055,79.34318073988301,11.719134228416301,12.561178848117944,33.17480827934739,92.98735980708135,313.95950958545467,0,1,186,136,86,166
2024-05-12 14:47:15.700055,77.49854551327033,11.720902285248544,12.532676359865386,32.402520014456165,92.83452065820444,372.3361964725758,0,0,186,136,86,166
2024-05-12 14:47:15.700055,78.05687642544348,11.738767908962496,12.582278666368998,34.031680285707445,93.51655296794426,470.2741137639873,0,0,186,136,86,166
2024-05-12 14:47:15.700055,78.40662102065716,11.718192295951832,12.519109894490432,32.60807075113075,93.28010932958182,393.85428102744805,0,0,186,136,86,166
2024-05-12 14:47:15.700055,76.6258057773103,11.736725362221577,12.56316525805698,32.871206612059005,93.01023308956454,501.2568994627335,0,0,186,136,86,166
2024-05-13 14:47:15.700055,79.73694094985363,11.703075218976139,12.552667992564544,31.26250382810589,92.16535622223293,454.5854511268983,2,0,185,135,85,165
2024-05-13 14:47:15.700055,77.27225771759807,11.690891917712902,12.520655136566761,31.917518335035425,92.94581845704663,446.26005497047487,2,0,185,135,85,165
2024-05-13 14:47:15.700055,74.71594206280447,11.702571641689474,12.52630295289498,33.28579006144686,91.73680833057753,521.5103240071768,2,0,185,135,85,165
2024-05-13 14:47:15.700055,75.90053382827273,11.692976411153717,12.528484370867377,30.848528427997216,92.37436204980764,449.52302997497077,0,0,185,135,85,165
2024-05-13 14:47:15.700055,80.78277015509309,11.678772103095042,12.49927434465287,30.38137900185968,91.35788579910906,394.896033963607,0,0,185,135,85,165
2024-05-14 14:47:15.700055,75.22676722898478,11.69382651467711,12.528232609855218,32.75610646326796,92.63610562802414,445.1792365940802,1,0,184,134,84,164
2024-05-14 14:47:15.700055,78.12514609162353,11.680754472848571,12.523374208255492,30.945601695753822,91.84655575225382,466.81588021045195,0,0,184,134,84,164
2024-05-14 14:47:15.700055,79.65310054564284,11.684191814043954,12.517064460263686,33.00477140501129,92.31389021806515,538.5432440153572,0,1,184,134,84,164
2024-05-14 14:47:15.700055,77.70293468978869,11.69682228235064,12.479680065771362,30.956837510000952,91.82516427173371,403.6080631877215,1,1,184,134,84,164
2024-05-14 14:47:15.700055,77.56512339528146,11.675533132789344,12.524851686893825,31.642932197778737,91.66970484224748,485.42982560235356,0,0,184,134,84,164
2024-05-15 14:47:15.700055,76.00339298705222,11.656648303038498,12.493333888091499,32.083640412996786,91.3440231722869,650.4952032821565,1,1,183,133,83,163
2024-05-15 14:47:15.700055,75.38733888298408,11.65375222059322,12.535030035721952,30.921677492730414,91.88614193925628,574.48943480334,0,0,183,133,83,163
2024-05-15 14:47:15.700055,80.91008287554878,11.644399243521034,12.529507864343085,30.63688698665741,91.34754135362047,451.0014082979013,1,1,183,133,83,163
2024-05-15 14:47:15.700055,77.7746235639561,11.660269756582865,12.549148044738931,31.8678839961404,91.3552728455958,626.3430544985674,1,0,183,133,83,163
2024-05-15 14:47:15.700055,82.10429469809331,11.64730720779284,12.521615493492007,30.892020646766067,90.93133775637739,503.0377845073557,1,0,183,133,83,163
2024-05-16 14:47:15.700055,76.96007371086843,11.627106117695016,12.473156247641295,32.113545043346605,91.05085709393327,574.4246015571085,0,0,182,132,82,162
2024-05-16 14:47:15.700055,79.11884440582502,11.659473799843155,12.516790807100787,32.40762865093834,90.37356457214692,488.8594778856455,1,1,182,132,82,162
2024-05-16 14:47:15.700055,78.85571419005348,11.634901634939483,12.505794691042103,31.390711943998024,90.61283369447256,522.2303823459021,0,0,182,132,82,162
2024-05-16 14:47:15.700055,80.09229673701132,11.654722545964056,12.514643154090685,31.015174529937024,90.98763692245673,660.5439873374987,1,0,182,132,82,162
2024-05-16 14:47:15.700055,76.70018314642181,11.634545136239673,12.491866347014868,33.08684603272214,91.66848723085432,611.7871782677596,0,0,182,132,82,162
2024-05-17 14:47:15.700055,82.42891575102578,11.602715519341936,12.482682824619188,30.921426482054198,91.67274259043482,664.2086452192478,0,1,181,131,81,161
2024-05-17 14:47:15.700055,76.17210030452128,11.615963238384076,12.519183791562021,32.141909684617204,90.57984586352494,423.5815763330439,1,0,181,131,81,161
2024-05-17 14:47:15.700055,81.03957814698312,11.62750402540946,12.44984491067358,32.63365879739487,91.0555511313532,373.68740328305086,2,0,181,131,81,161
2024-05-17 14:47:15.700055,78.3367623558195,11.616059803940415,12.478527843528932,32.05113044362638,90.93906313214414,520.2805244231787,0,0,181,131,81,161
2024-05-17 14:47:15.700055,77.25979206372087,11.620655912245416,12.522686580722738,31.06630863951134,90.16857946689566,458.59111533875307,0,0,181,131,81,161
2024-05-18 14:47:15.700055,83.14639018279857,11.610117299305616,12.507883537761474,33.71637671043028,91.27893797247599,384.9684828901783,0,0,180,130,80,160
2024-05-18 14:47:15.700055,80.32901450311037,11.595316196274576,12.49509410491207,31.704469631277185,91.12288777622085,709.304564728681,0,1,180,130,80,160
2024-05-18 14:47:15.700055,78.6668820068954,11.595879290970846,12.526821387133625,31.058892819652478,89.43438980238834,726.0133813300037,0,0,180,130,80,160
2024-05-18 14:47:15.700055,76.96449308074565,11.615668885059355,12.493862658864723,33.50631092870457,90.5209065654952,693.260698561036,0,0,180,130,80,160
2024-05-18 14:47:15.700055,78.50281921419956,11.598861746767023,12.508942172919534,32.123729105267714,89.88793645904322,703.281628586418,0,0,180,130,80,160
2024-05-19 14:47:15.700055,76.32524170692878,11.56580725169502,12.502703259413392,32.70304864540498,90.02001300280754,702.684543556706,0,0,179,129,79,159
2024-05-19 14:47:15.700055,79.15653477952334,11.565682964838514,12.502873080152474,30.228261126907604,89.22300811687313,608.8521384286366,0,0,179,129,79,159
2024-05-19 14:47:15.700055,81.20612506737892,11.571867823537616,12.446538577060673,31.129506891386722,89.283308768297,607.5695416429115,0,0,179,129,79,159
2024-05-19 14:47:15.700055,77.59785598702305,11.58430654948438,12.467826958157264,31.70680397691769,89.74431237689417,671.7068711058214,1,1,179,129,79,159
2024-05-19 14:47:15.700055,76.90956847521994,11.583900754184894,12.452988912192412,34.34520977707799,88.55399845041401,663.18015052883,0,0,179,129,79,159
2024-05-20 14:47:15.700055,81.11817292042387,11.569541767471883,12.508129444739833,31.85045250761099,89.07749526618014,715.6521286380636,0,0,178,128,78,158
2024-05-20 14:47:15.700055,78.22732851838526,11.552596711700819,12.502158915871286,33.320117092981434,89.52931259838005,792.3229500273056,0,1,178,128,78,158
2024-05-20 14:47:15.700055,78.08928889001605,11.545195991225338,12.479509703458087,30.816052591263137,88.97652385398294,704.5130682241937,0,1,178,128,78,158
2024-05-20 14:47:15.700055,77.29498033504284,11.56150639077923,12.526150621239244,32.57984373105739,89.2796942041409,479.87953261116866,0,0,178,128,78,158
2024-05-20 14:47:15.700055,78.18299219622448,11.564536209681552,12.4780603009163,30.47227162418839,88.91574469407566,904.9415296082857,2,0,178,128,78,158
2024-05-21 14:47:15.700055,78.84623101232897,11.531378877806395,12.525916767514484,31.840887319078686,89.0744841389347,500.1950294393604,0,0,177,127,77,157
2024-05-21 14:47:15.700055,81.42973215968951,11.55721295805828,12.483385764547004,31.965314217989036,88.57348972836067,865.342043221442,0,0,177,127,77,157
2024-05-21 14:47:15.700055,79.28615122102012,11.526251371871298,12.520808098161131,33.37444686851908,88.50437552452668,737.1890712050603,0,0,177,127,77,157
2024-05-21 14:47:15.700055,74.7965210952058,11.526242247960575,12.484554216353327,29.628550720779536,88.77226072381114,647.3960971697408,1,0,177,127,77,157
2024-05-21 14:47:15.700055,81.23853998996782,11.538987557618054,12.492720631173192,32.494192925411184,88.12107860977896,654.0553038688911,2,1,177,127,77,157
2024-05-22 14:47:15.700055,75.80420469519794,11.506228347593241,12.483606773747175,31.862287449674145,87.84544360952324,634.0283652546487,0,0,176,126,76,156
2024-05-22 14:47:15.700055,81.3845117389891,11.529788262940842,12.452690183544128,33.12075024063188,87.66372989095717,694.8730613131665,0,0,176,126,76,156
2024-05-22 14:47:15.700055,81.96954904271126,11.511685977089126,12.472041816046257,32.74863061838187,88.06114898902747,522.8315452573391,0,0,176,126,76,156
2024-05-22 14:47:15.700055,77.68813229539121,11.535120624893704,12.446569238363912,32.18222296153974,87.95773062952834,444.4033013909286,0,0,176,126,76,156
2024-05-22 14:47:15.700055,77.56789970823112,11.514372102567991,12.4822539993218,32.87641186619365,87.58905530792195,766.2284616818964,0,0,176,126,76,156
2024-05-23 14:47:15.700055,78.42423494724402,11.51144268161244,12.475198270778897,32.55725308902913,87.31673089609573,676.7159953616074,0,1,175,125,75,155
2024-05-23 14:47:15.700055,80.77836678272476,11.487183617800154,12.48111175390607,33.22526968603397,86.55489228482926,876.6284677569726,0,0,175,125,75,155
2024-05-23 14:47:15.700055,82.26386495560573,11.492499034162117,12.447091071313244,31.079618715051698,86.82357168966995,568.0470990915177,1,0,175,125,75,155
2024-05-23 14:47:15.700055,80.58216549586389,11.497763950018586,12.443612531826073,33.222327257115204,87.1961501419712,762.0218808386422,0,1,175,125,75,155
2024-05-23 14:47:15.700055,81.43583780422803,11.518818909114664,12.482526374258104,32.281133753842525,87.09376522296286,956.9459152330223,1,0,175,125,75,155
2024-05-24 14:47:15.700055,78.8566080927419,11.472134323771764,12.446049809981364,31.581778328937375,86.59327441576238,812.714270705989,0,0,174,124,74,154
2024-05-24 14:47:15.700055,78.87066579665964,11.46236829849779,12.470871006961119,31.19729028693881,86.3355761638547,572.3167715845243,1,1,174,124,74,154
2024-05-24 14:47:15.700055,77.17980386957991,11.47688555734902,12.467162233959167,33.98630322436264,87.54583316583494,549.2230282675818,0,0,174,124,74,154
2024-05-24 14:47:15.700055,80.08455493527214,11.50436514067332,12.469353864787664,33.677638744192194,86.86627436121044,822.4379096570917,0,1,174,124,74,154
2024-05-24 14:47:15.700055,78.45520845226987,11.475279007744483,12.479470409220403,31.072112876784225,86.92681673746942,662.2838452233195,0,0,174,124,74,154
2024-05-25 14:47:15.700055,79.40541438110782,11.460842535649244,12.457622913025109,32.737262344871496,86.05962890064879,689.1414139211522,0,0,173,123,73,153
2024-05-25 14:47:15.700055,82.63957467340596,11.455480132601295,12.475525535135107,33.38126060801583,86.85275444732316,1055.8926044762898,0,0,173,123,73,153
2024-05-25 14:47:15.700055,82.78636644996888,11.45726198497886,12.465404917810986,32.64400459639933,87.05615496595432,695.0918352347014,2,0,173,123,73,153
2024-05-25 14:47:15.700055,78.04670817056058,11.456367381857604,12.454203741866275,31.112591545203987,86.2894559307037,795.0267115471256,1,0,173,123,73,153
2024-05-25 14:47:15.700055,78.69175876869576,11.481131654600132,12.48169872913806,31.162507274728007,86.92061805556375,667.4133238451407,0,0,173,123,73,153
2024-05-26 14:47:15.700055,78.6146970717276,11.443363345548134,12.47589421146268,30.630254361731406,86.69279594715509,1064.2165435867948,0,1,172,122,72,152
2024-05-26 14:47:15.700055,76.7420636123825,11.436681728421728,12.500010409282412,33.426982557182974,85.48485280053698,950.295877651539,0,0,172,122,72,152
2024-05-26 14:47:15.700055,77.10342867414045,11.444495223172913,12.469457039153493,31.092350041361847,85.28064040572951,837.7720003567147,0,1,172,122,72,152
2024-05-26 14:47:15.700055,76.17736745176951,11.435806790292148,12.485135861071601,30.715075428237686,85.28007445818949,1096.2242439586962,1,1,172,122,72,152
2024-05-26 14:47:15.700055,77.88402624640145,11.459053149948847,12.465301421589434,32.22350324090397,85.86420508142069,973.7550838322034,0,0,172,122,72,152
2024-05-27 14:47:15.700055,82.05974771366785,11.416977125075666,12.440849967617597,33.237377640425585,85.8072520026941,574.7782990888901,0,0,171,121,71,151
2024-05-27 14:47:15.700055,82.88613765464315,11.409400354863601,12.474630087653864,33.09436541005169,85.58218124904437,988.039898790553,0,1,171,121,71,151
2024-05-27 14:47:15.700055,78.51472529698533,11.43144403638183,12.402281817124823,32.20995841794151,85.0633202152875,758.4812254829725,2,0,171,121,71,151
2024-05-27 14:47:15.700055,80.52675651532378,11.399673513594268,12.454289765733026,30.038492534197562,83.98212694348972,907.5831191449382,0,0,171,121,71,151
2024-05-27 14:47:15.700055,81.88226979345089,11.410258914361538,12.430469531804142,32.57360801723642,85.41420891243283,1006.059592681614,0,0,171,121,71,151
2024-05-28 14:47:15.700055,78.3294813220676,11.392131178419369,12.425720816705402,33.53273222121763,84.90062301587733,964.231340245152,0,0,170,120,70,150
2024-05-28 14:47:15.700055,79.1278081546089,11.389711707902027,12.45767135833883,32.08519775799801,85.2811138534252,964.5386916706935,1,0,170,120,70,150
2024-05-28 14:47:15.700055,80.358228063314,11.394233675956231,12.45328423658641,31.919658461102294,85.04808527884802,634.1864709286565,0,0,170,120,70,150
2024-05-28 14:47:15.700055,81.4890277798464,11.385300999295437,12.415054164484205,29.547917131641185,84.44415887128136,795.1276812610761,2,0,170,120,70,150
2024-05-28 14:47:15.700055,82.84803506979028,11.405481374593474,12.424697377764685,32.813833365470984,84.80621436037818,1090.9548570082902,2,0,170,120,70,150
2024-05-29 14:47:15.700055,77.88740655729167,11.3673997355512,12.438298778049026,32.57596773982842,83.47990704185302,655.0036811174233,0,0,169,119,69,149
2024-05-29 14:47:15.700055,78.79815702583045,11.386994158104837,12.439943545915318,29.908524172327347,84.74150527632415,858.7828489342226,0,0,169,119,69,149
2024-05-29 14:47:15.700055,82.13690103825714,11.38087322134698,12.424251885246528,33.42392342801174,84.5386700072479,1022.7284272165275,2,0,169,119,69,149
2024-05-29 14:47:15.700055,77.37324420999329,11.394366753080467,12.460534366755075,31.31451798739837,83.79221427814774,997.1533853671597,0,0,169,119,69,149
2024-05-29 14:47:15.700055,81.02025301654824,11.385434889644296,12.461178824875317,32.517360497588136,83.90342050729907,1244.4719449009276,0,0,169,119,69,149
2024-05-30 14:47:15.700055,77.21783251467936,11.374196453783643,12.420698384349926,32.582324308256965,83.75125774063578,859.8592398093194,0,0,168,118,68,148
2024-05-30 14:47:15.700055,79.67434912867016,11.353200125764468,12.444299962278063,32.58480681215381,83.64106140073594,1238.5522578601644,0,0,168,118,68,148
2024-05-30 14:47:15.700055,82.12125143614038,11.345799583289631,12.463418588759625,31.118650549065773,84.28123438562535,1085.508395697968,1,0,168,118,68,148
2024-05-30 14:47:15.700055,80.13714616201646,11.34112620335597,12.414126277806682,32.487337972907405,84.55556436501607,787.1869359732593,2,0,168,118,68,148
2024-05-30 14:47:15.700055,84.88019678166454,11.369478341024458,12.424053257985719,29.654715994864574,84.41090776618117,1049.0701946401598,0,0,168,118,68,148
2024-05-31 14:47:15.700055,79.42462226244152,11.33280353892313,12.442251596335934,32.89325056449798,84.48838663789566,1158.7951455341786,0,0,167,117,67,147
2024-05-31 14:47:15.700055,79.3883532299238,11.344018858672532,12.407517895363048,30.243891979862717,83.63091424422211,1081.7519904529108,0,0,167,117,67,147
2024-05-31 14:47:15.700055,81.58213743113706,11.33804892398047,12.421128986871363,32.579379854523964,83.58026415050158,1099.7169003218717,2,0,167,117,67,147
2024-05-31 14:47:15.700055,80.65999275528563,11.33970980790475,12.44916599846108,31.821528365994606,83.56363589422149,889.9835775873076,1,0,167,117,67,147
2024-05-31 14:47:15.700055,75.78498174482772,11.352657048991194,12.512496291340431,32.07100650984879,83.5064128565377,652.2161434498828,0,0,167,117,67,147
2024-06-01 14:47:15.700055,80.58041177462167,11.307460418517497,12.438805589211414,32.90863232019049,82.76300176006535,1118.096307115109,0,0,166,116,66,146
2024-06-01 14:47:15.700055,77.00654132851518,11.314152910760118,12.438114857609708,32.53388935586814,82.07511499310505,843.7074134498926,1,1,166,116,66,146
2024-06-01 14:47:15.700055,78.51779097537191,11.334449374759108,12.444150808269608,30.911304832372732,82.37843349822072,893.300841170197,2,1,166,116,66,146
2024-06-01 14:47:15.700055,81.28468721693484,11.325076221970244,12.4311904694175,32.97838908406446,83.96775971390034,1125.1873826919984,0,0,166,116,66,146
2024-06-01 14:47:15.700055,84.49190351031973,11.323093120501156,12.441126663395396,31.50297083153369,83.69357481424746,756.1533362240447,0,1,166,116,66,146
2024-06-02 14:47:15.700055,80.1332263591887,11.29718892478915,12.422977077432824,31.70774181494082,82.66361670810318,1100.1435879120888,1,0,165,115,65,145
2024-06-02 14:47:15.700055,80.1852055316689,11.299090739143017,12.461529711953974,31.124414381379374,83.09628008654992,996.5225897604952,0,0,165,115,65,145
2024-06-02 14:47:15.700055,80.02335835849681,11.28864577142548,12.453640624758032,32.72207275617013,82.29630122804488,640.9193555204043,2,1,165,115,65,145
2024-06-02 14:47:15.700055,78.44484596860713,11.284672498897422,12.460865317618383,30.370215765288187,82.27724732053147,949.4524988910537,0,0,165,115,65,145
2024-06-02 14:47:15.700055,79.2014046653333,11.29110639020583,12.43131504632102,31.95791101446642,81.83463909684329,1054.3956416744397,0,0,165,115,65,145
2024-06-03 14:47:15.700055,79.21171657209119,11.287510495410412,12.43504154065168,34.02042303159578,81.99172623999307,1015.2734220975956,0,0,164,114,64,144
2024-06-03 14:47:15.700055,81.2418289706396,11.272534952393976,12.393111221475092,33.43115580238038,82.06046474861941,904.052032538704,0,1,164,114,64,144
